Order_Id,Order_Date,Order_Date2,Order_Minute,Order_Hour,Data_Center,Language_Name,Supplier_Code,Country_Name,Origin,order_amount,Browser_Name,OS_Name,Device_Type_Name,Platform_Group_Name,No_Of_Product,,,,,,,,,,,
100000326,2020-10-04 05:14:00,2020-10-04,14,5,DC_2,English,Supplier_A,Netherlands,CH,149.92,Chrome,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000327,2020-10-04 05:17:00,2020-10-04,17,5,DC_1,Hungarian,Supplier_A,Netherlands,HU,38.95,Firefox,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000328,2020-10-04 06:17:00,2020-10-04,17,6,DC_3,German,Supplier_C,Italy,CH,626.89,Mobile Safari,iOS,Tablet,Website,1,,,,,,,,,,,
100000329,2020-10-04 06:57:00,2020-10-04,57,6,DC_2,Portuguese / Brazil,Supplier_C,United Kingdom,PT,322.24,Firefox,Windows,Desktop,Website,1,,,,,,,,,,,
100000330,2020-10-04 07:38:00,2020-10-04,38,7,DC_1,English,Supplier_C,Bahrain,BH,128.3,Chrome,Android,Mobile,Website,1,,,,,,,,,,,
100000331,2020-10-04 08:16:00,2020-10-04,16,8,DC_1,English,Supplier_C,Indonesia,DE,45.29,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000332,2020-10-04 10:10:00,2020-10-04,10,10,DC_2,English / United Kingdom,Supplier_A,Italy,CM,233.87,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000333,2020-10-04 10:59:00,2020-10-04,59,10,DC_1,English,Supplier_C,Indonesia,ID,111.26,Other,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000334,2020-10-04 11:17:00,2020-10-04,17,11,DC_3,S.Chinese / Mainland,Supplier_A,Germany,DE,200.76,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000335,2020-10-04 11:57:00,2020-10-04,57,11,DC_2,English,Supplier_A,United States,PK,232.98,Firefox,Windows,Desktop,Website,1,,,,,,,,,,,
100000336,2020-10-04 13:19:00,2020-10-04,19,13,DC_1,German,Supplier_A,United States,DE,192.98,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000337,2020-10-04 13:33:00,2020-10-04,33,13,DC_3,Finnish,Supplier_A,Thailand,FI,818.41,Firefox,Windows Vista,Desktop,Website,1,,,,,,,,,,,
100000338,2020-10-04 13:51:00,2020-10-04,51,13,DC_2,Russian,Supplier_A,Ukraine,UA,12.35,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000339,2020-10-04 14:11:00,2020-10-04,11,14,DC_1,English,Supplier_A,Italy,HR,96.45,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000340,2020-10-04 14:11:00,2020-10-04,11,14,DC_1,English,Supplier_A,Morocco,ES,50.7,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000341,2020-10-04 14:13:00,2020-10-04,13,14,DC_2,English,Supplier_A,Turkey,TR,47.1,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000342,2020-10-04 14:19:00,2020-10-04,19,14,DC_1,English,Supplier_A,Switzerland,DE,1155.76,Mobile Safari,iOS,Tablet,Website,1,,,,,,,,,,,
100000343,2020-10-04 14:32:00,2020-10-04,32,14,DC_3,Indonesian,Supplier_A,Netherlands,DE,175.4,Chrome Mobile,Android,Unspecified,Website,2,,,,,,,,,,,
100000344,2020-10-04 14:41:00,2020-10-04,41,14,DC_2,Lithuanian,Supplier_A,Lithuania,GB,152.17,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000345,2020-10-04 14:42:00,2020-10-04,42,14,DC_1,German,Supplier_A,United States,DE,1434,Safari,Mac OS X,Desktop,Website,2,,,,,,,,,,,
100000346,2020-10-04 14:43:00,2020-10-04,43,14,DC_3,English,Supplier_A,Italy,CH,45.35,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000347,2020-10-04 14:49:00,2020-10-04,49,14,DC_2,French,Supplier_A,Brazil,FR,872.61,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000348,2020-10-04 15:17:00,2020-10-04,17,15,DC_1,English,Supplier_A,United Kingdom,AE,125.75,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000349,2020-10-04 15:47:00,2020-10-04,47,15,DC_1,English,Supplier_A,Cyprus,CY,201.7,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000350,2020-10-04 15:54:00,2020-10-04,54,15,DC_2,French,Supplier_A,France,DZ,960.33,Chrome Mobile,Android,Unspecified,Website,1,,,,,,,,,,,
100000351,2020-10-04 15:54:00,2020-10-04,54,15,DC_1,English,Supplier_C,United Kingdom,GB,81.06,Firefox,Windows 8,Desktop,Website,1,,,,,,,,,,,
100000352,2020-10-04 15:58:00,2020-10-04,58,15,DC_3,English,Supplier_A,United Arab Emirates,AE,116.2,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000353,2020-10-04 16:03:00,2020-10-04,3,16,DC_2,Italian,Supplier_C,Italy,IT,460.38,Chrome Mobile iOS,iOS,Tablet,Website,2,,,,,,,,,,,
100000354,2020-10-04 16:28:00,2020-10-04,28,16,DC_1,Italian,Supplier_A,Italy,IT,59.22,Other,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000355,2020-10-04 16:36:00,2020-10-04,36,16,DC_3,French,Supplier_A,France,FR,51.47,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000356,2020-10-04 16:42:00,2020-10-04,42,16,DC_2,Russian,Supplier_A,Cyprus,RU,362.17,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000357,2020-10-04 16:48:00,2020-10-04,48,16,DC_1,English,Supplier_A,Thailand,MU,437.45,Firefox,Windows Vista,Desktop,Website,1,,,,,,,,,,,
100000358,2020-10-04 16:58:00,2020-10-04,58,16,DC_1,English,Supplier_A,Turkey,TR,290.34,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000359,2020-10-04 17:04:00,2020-10-04,4,17,DC_2,English,Supplier_A,South Africa,ZA,108.16,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000360,2020-10-04 17:08:00,2020-10-04,8,17,DC_1,English,Supplier_A,United Kingdom,DK,92.2,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000361,2020-10-04 17:35:00,2020-10-04,35,17,DC_3,English,Supplier_C,United Arab Emirates,AE,222.49,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000362,2020-10-04 17:44:00,2020-10-04,44,17,DC_2,Japanese,Supplier_A,Turkey,IR,14.12,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000363,2020-10-04 18:10:00,2020-10-04,10,18,DC_1,English,Supplier_C,United Kingdom,GB,281.68,Mobile Safari,iOS,Tablet,Website,1,,,,,,,,,,,
100000364,2020-10-04 18:12:00,2020-10-04,12,18,DC_3,English,Supplier_A,Germany,SA,1797.47,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000365,2020-10-04 18:30:00,2020-10-04,30,18,DC_2,Hungarian,Supplier_A,Hungary,HU,53.97,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000366,2020-10-04 18:45:00,2020-10-04,45,18,DC_1,English,Supplier_C,United Kingdom,GB,216.19,Chrome,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000367,2020-10-04 19:17:00,2020-10-04,17,19,DC_1,Dutch,Supplier_A,Austria,NL,827.4,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000368,2020-10-04 19:19:00,2020-10-04,19,19,DC_2,English,Supplier_A,Indonesia,SA,99.49,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000369,2020-10-04 19:20:00,2020-10-04,20,19,DC_1,English,Supplier_A,Norway,DE,238.37,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000370,2020-10-04 19:24:00,2020-10-04,24,19,DC_3,English / United Kingdom,Supplier_A,United Kingdom,GB,101.2,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000371,2020-10-04 19:34:00,2020-10-04,34,19,DC_2,English,Supplier_A,Peru,GB,112.8,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000372,2020-10-04 19:44:00,2020-10-04,44,19,DC_1,English,Supplier_A,Portugal,PT,37.23,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000373,2020-10-04 19:49:00,2020-10-04,49,19,DC_3,French,Supplier_A,France,FR,112.81,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000374,2020-10-04 19:54:00,2020-10-04,54,19,DC_2,Italian,Supplier_A,Thailand,IT,67.57,Android,Android,Mobile,Website,1,,,,,,,,,,,
100000375,2020-10-04 19:56:00,2020-10-04,56,19,DC_1,Portugese,Supplier_A,France,LU,121.77,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000376,2020-10-04 20:03:00,2020-10-04,3,20,DC_1,Japanese,Supplier_A,Italy,IT,94.95,Mobile Safari,iOS,Tablet,Website,1,,,,,,,,,,,
100000377,2020-10-04 20:10:00,2020-10-04,10,20,DC_2,S.Chinese / Mainland,Supplier_C,Tanzania,TZ,177.72,Mobile Application,Android,Unspecified,Mobile application,2,,,,,,,,,,,
100000378,2020-10-04 20:23:00,2020-10-04,23,20,DC_1,English / United Kingdom,Supplier_A,France,FR,500.47,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000379,2020-10-04 20:30:00,2020-10-04,30,20,DC_3,English,Supplier_A,Norway,NL,469.29,Mobile Application,iOS,Tablet,Mobile application,1,,,,,,,,,,,
100000380,2020-10-04 20:42:00,2020-10-04,42,20,DC_2,English,Supplier_A,Romania,FR,83.89,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000381,2020-10-04 21:15:00,2020-10-04,15,21,DC_1,Dutch,Supplier_C,Hungary,NL,510.93,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000382,2020-10-04 21:19:00,2020-10-04,19,21,DC_3,French,Supplier_C,Japan,FR,363.61,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000383,2020-10-04 21:32:00,2020-10-04,32,21,DC_2,English / United Kingdom,Supplier_C,United Arab Emirates,AE,271.51,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000384,2020-10-04 21:54:00,2020-10-04,54,21,DC_1,Japanese,Supplier_A,Germany,NL,124.93,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000385,2020-10-04 21:56:00,2020-10-04,56,21,DC_1,Italian,Supplier_C,United Arab Emirates,IT,482.86,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000386,2020-10-04 21:56:00,2020-10-04,56,21,DC_2,English,Supplier_C,South Africa,ZA,306.83,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000387,2020-10-04 22:13:00,2020-10-04,13,22,DC_1,English,Supplier_A,Seychelles,CH,143.92,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000388,2020-10-04 22:14:00,2020-10-04,14,22,DC_3,Czech,Supplier_C,Germany,CZ,248.48,Chrome,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000389,2020-10-04 22:16:00,2020-10-04,16,22,DC_2,English / United Kingdom,Supplier_A,Italy,GB,492.09,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000390,2020-10-04 22:43:00,2020-10-04,43,22,DC_1,English,Supplier_A,Spain,GB,74.46,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000391,2020-10-04 22:47:00,2020-10-04,47,22,DC_3,English,Supplier_C,Indonesia,NL,128.42,Mobile Safari,iOS,Tablet,Website,1,,,,,,,,,,,
100000392,2020-10-04 23:01:00,2020-10-04,1,23,DC_2,English,Supplier_A,Turkey,SA,387.16,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000393,2020-10-04 23:11:00,2020-10-04,11,23,DC_1,English,Supplier_A,Saudi Arabia,SA,210.28,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000394,2020-10-04 23:12:00,2020-10-04,12,23,DC_1,Russian,Supplier_A,Finland,RU,206.45,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000395,2020-10-04 23:25:00,2020-10-04,25,23,DC_2,Russian,Supplier_A,Turkey,KZ,83.95,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000396,2020-10-04 23:25:00,2020-10-04,25,23,DC_1,English,Supplier_A,Malaysia,GB,423.89,Blackberry WebKit,BlackBerry OS,Others,Website,1,,,,,,,,,,,
100000397,2020-10-04 23:35:00,2020-10-04,35,23,DC_3,Czech,Supplier_A,Thailand,CZ,109.17,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000398,2020-10-04 23:50:00,2020-10-04,50,23,DC_2,French,Supplier_C,France,FR,580.42,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000399,2020-10-04 23:56:00,2020-10-04,56,23,DC_1,German,Supplier_A,Philippines,DE,286.11,Firefox,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000400,2020-10-04 23:57:00,2020-10-04,57,23,DC_3,French,Supplier_C,France,FR,140.42,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000401,2020-10-05 00:20:00,2020-10-05,20,0,DC_2,English,Supplier_A,South Africa,NG,50.72,Firefox,Windows,Desktop,Website,1,,,,,,,,,,,
100000402,2020-10-05 00:54:00,2020-10-05,54,0,DC_1,Swedish,Supplier_A,Italy,SE,459.3,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000403,2020-10-05 01:13:00,2020-10-05,13,1,DC_1,English,Supplier_A,Cape Verde,DE,73.15,Chrome,Windows Vista,Desktop,Website,1,,,,,,,,,,,
100000404,2020-10-05 01:18:00,2020-10-05,18,1,DC_2,French,Supplier_A,Italy,FR,202.13,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000405,2020-10-05 01:24:00,2020-10-05,24,1,DC_1,English,Supplier_A,Maldives,HK,3903.5,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000406,2020-10-05 01:31:00,2020-10-05,31,1,DC_3,Dutch,Supplier_A,Austria,NL,486.99,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000407,2020-10-05 01:33:00,2020-10-05,33,1,DC_2,T.Chinese / Hongkong,Supplier_A,Germany,DE,52.6,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000408,2020-10-05 01:36:00,2020-10-05,36,1,DC_1,S.Chinese / Mainland,Supplier_A,Turkey,CN,113.44,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000409,2020-10-05 01:37:00,2020-10-05,37,1,DC_3,English,Supplier_A,Kuwait,KW,960.62,Chrome,Windows,Desktop,Website,2,,,,,,,,,,,
100000410,2020-10-05 01:52:00,2020-10-05,52,1,DC_2,Swedish,Supplier_A,Sweden,SE,89.64,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000411,2020-10-05 02:03:00,2020-10-05,3,2,DC_1,Japanese,Supplier_A,Czech Republic,DE,10.87,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000412,2020-10-05 02:07:00,2020-10-05,7,2,DC_1,English,Supplier_A,United States,CH,129.98,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000413,2020-10-05 02:46:00,2020-10-05,46,2,DC_2,English,Supplier_A,Switzerland,GB,292.66,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000414,2020-10-05 02:55:00,2020-10-05,55,2,DC_1,English,Supplier_A,France,FR,121.93,Chrome,Android,Mobile,Website,1,,,,,,,,,,,
100000415,2020-10-05 02:58:00,2020-10-05,58,2,DC_3,English,Supplier_A,Chile,FR,1925,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000416,2020-10-05 02:59:00,2020-10-05,59,2,DC_2,German,Supplier_A,Germany,DE,70.96,Firefox,Windows,Desktop,Website,1,,,,,,,,,,,
100000417,2020-10-05 03:03:00,2020-10-05,3,3,DC_1,Croatian,Supplier_A,China,RS,16.44,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000418,2020-10-05 03:05:00,2020-10-05,5,3,DC_3,English,Supplier_A,Italy,IT,340.32,Mobile Application,iOS,Mobile,Mobile application,3,,,,,,,,,,,
100000419,2020-10-05 03:07:00,2020-10-05,7,3,DC_2,Danish,Supplier_A,Denmark,DK,152.7,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000420,2020-10-05 03:25:00,2020-10-05,25,3,DC_1,Italian,Supplier_A,Italy,IT,182.9,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000421,2020-10-05 03:30:00,2020-10-05,30,3,DC_1,T.Chinese / Hongkong,Supplier_A,Norway,HK,151.64,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000422,2020-10-05 03:38:00,2020-10-05,38,3,DC_2,T. Chinese / Taiwan,Supplier_A,Japan,TW,169,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000423,2020-10-05 03:50:00,2020-10-05,50,3,DC_1,Norwegian,Supplier_A,Norway,NO,527.9,Safari,Mac OS X,Desktop,Website,2,,,,,,,,,,,
100000424,2020-10-05 04:09:00,2020-10-05,9,4,DC_3,English,Supplier_A,Georgia,AE,45.85,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000425,2020-10-05 04:35:00,2020-10-05,35,4,DC_2,English,Supplier_A,Switzerland,CN,372.05,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000426,2020-10-05 04:47:00,2020-10-05,47,4,DC_1,Japanese,Supplier_A,Spain,ES,19.24,Android,Android,Mobile,Website,1,,,,,,,,,,,
100000427,2020-10-05 05:17:00,2020-10-05,17,5,DC_3,Italian,Supplier_A,Italy,IT,66.22,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000428,2020-10-05 05:20:00,2020-10-05,20,5,DC_2,English,Supplier_A,Turkey,IQ,50.54,Firefox,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000429,2020-10-05 05:24:00,2020-10-05,24,5,DC_1,Norwegian,Supplier_A,Norway,NO,125.1,Firefox,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000430,2020-10-05 05:25:00,2020-10-05,25,5,DC_1,English,Supplier_A,South Korea,MN,273.75,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000431,2020-10-05 06:06:00,2020-10-05,6,6,DC_2,English,Supplier_A,Thailand,ES,60.09,Chrome Mobile,Android,Mobile,Website,1,,,,,,,,,,,
100000432,2020-10-05 07:00:00,2020-10-05,0,7,DC_1,English,Supplier_A,New Zealand,AU,196.35,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000433,2020-10-05 07:20:00,2020-10-05,20,7,DC_3,English,Supplier_A,Hong Kong,HK,207.06,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000434,2020-10-05 07:33:00,2020-10-05,33,7,DC_2,Portugese,Supplier_A,Germany,PT,339.31,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000435,2020-10-05 07:41:00,2020-10-05,41,7,DC_1,Korean,Supplier_A,Brazil,KR,1513.2,IE,Windows 7,Desktop,Website,2,,,,,,,,,,,
100000436,2020-10-05 08:06:00,2020-10-05,6,8,DC_3,English / United Kingdom,Supplier_A,Finland,HK,177.53,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000437,2020-10-05 08:35:00,2020-10-05,35,8,DC_2,English / Australia,Supplier_A,Australia,AU,101.74,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000438,2020-10-05 09:00:00,2020-10-05,0,9,DC_1,English,Supplier_A,New Zealand,KR,47.77,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000439,2020-10-05 09:01:00,2020-10-05,1,9,DC_1,Japanese,Supplier_A,China,JP,84.96,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000440,2020-10-05 09:10:00,2020-10-05,10,9,DC_2,English,Supplier_A,Indonesia,HK,29.33,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000441,2020-10-05 09:33:00,2020-10-05,33,9,DC_1,Korean,Supplier_A,Slovenia,HR,31.18,Mobile Application,Android,Unspecified,Mobile application,1,,,,,,,,,,,
100000442,2020-10-05 09:37:00,2020-10-05,37,9,DC_3,English,Supplier_A,South Korea,KR,579.59,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000443,2020-10-05 09:37:00,2020-10-05,37,9,DC_2,Indonesian,Supplier_A,Indonesia,ID,31.25,Chrome Mobile,Android,Others,Website,1,,,,,,,,,,,
100000444,2020-10-05 09:38:00,2020-10-05,38,9,DC_1,English,Supplier_A,Taiwan,VN,1067.27,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000445,2020-10-05 11:22:00,2020-10-05,22,11,DC_3,Japanese,Supplier_A,France,FR,137.67,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000446,2020-10-05 12:01:00,2020-10-05,1,12,DC_2,Japanese,Supplier_A,Estonia,LV,180.9,Chrome,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000447,2020-10-05 12:28:00,2020-10-05,28,12,DC_1,English,Supplier_A,Italy,IT,607.3,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000448,2020-10-05 14:13:00,2020-10-05,13,14,DC_1,English,Supplier_A,Thailand,LB,89.87,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000449,2020-10-05 14:20:00,2020-10-05,20,14,DC_2,Russian,Supplier_A,Spain,BY,286.28,Chrome,Windows XP,Desktop,Website,1,,,,,,,,,,,
100000450,2020-10-05 14:24:00,2020-10-05,24,14,DC_1,English,Supplier_A,Netherlands,NL,138.92,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000451,2020-10-05 14:49:00,2020-10-05,49,14,DC_3,English,Supplier_A,Spain,ES,556.66,Firefox,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000452,2020-10-05 14:52:00,2020-10-05,52,14,DC_2,English,Supplier_A,Philippines,FI,85.3,Firefox,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000453,2020-10-05 14:55:00,2020-10-05,55,14,DC_1,English,Supplier_A,Belgium,NL,227.25,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000454,2020-10-05 15:02:00,2020-10-05,2,15,DC_3,English,Supplier_A,Slovenia,IT,109.44,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000455,2020-10-05 15:22:00,2020-10-05,22,15,DC_2,Swedish,Supplier_A,Sweden,SE,78.73,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000456,2020-10-05 15:31:00,2020-10-05,31,15,DC_1,French,Supplier_A,Portugal,FR,175.95,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000457,2020-10-05 15:54:00,2020-10-05,54,15,DC_1,English,Supplier_A,United Kingdom,GB,31.88,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000458,2020-10-05 16:02:00,2020-10-05,2,16,DC_2,English,Supplier_A,Germany,GB,383.28,Chrome,Windows,Desktop,Website,4,,,,,,,,,,,
100000459,2020-10-05 16:32:00,2020-10-05,32,16,DC_1,German,Supplier_A,Italy,IT,187.58,Firefox,Windows,Desktop,Website,1,,,,,,,,,,,
100000460,2020-10-05 16:36:00,2020-10-05,36,16,DC_3,French,Supplier_A,Netherlands,GB,94.33,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000461,2020-10-05 16:39:00,2020-10-05,39,16,DC_2,Norwegian,Supplier_A,Spain,NO,170.22,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000462,2020-10-05 16:51:00,2020-10-05,51,16,DC_1,English,Supplier_A,Morocco,MA,75.62,Mobile Application,Android,Unspecified,Mobile application,1,,,,,,,,,,,
100000463,2020-10-05 16:55:00,2020-10-05,55,16,DC_3,Swedish,Supplier_A,Norway,SE,478.01,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000464,2020-10-05 16:58:00,2020-10-05,58,16,DC_2,Italian,Supplier_A,Israel,IT,770,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000465,2020-10-05 17:05:00,2020-10-05,5,17,DC_1,English,Supplier_A,United Kingdom,GB,37.33,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000466,2020-10-05 17:09:00,2020-10-05,9,17,DC_1,French,Supplier_A,France,CH,119.44,Other,Windows 7,Desktop,Website,2,,,,,,,,,,,
100000467,2020-10-05 17:27:00,2020-10-05,27,17,DC_2,English / Ireland,Supplier_A,Ireland,IE,260.48,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000468,2020-10-05 17:40:00,2020-10-05,40,17,DC_1,Russian,Supplier_A,Spain,RU,262.98,Chrome,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000469,2020-10-05 17:45:00,2020-10-05,45,17,DC_3,English,Supplier_A,Malaysia,MY,112.34,Chrome,Windows,Desktop,Website,2,,,,,,,,,,,
100000470,2020-10-05 17:48:00,2020-10-05,48,17,DC_2,English,Supplier_A,Portugal,ES,59.72,Mobile Application,iOS,Mobile,Mobile application,1,,,,,,,,,,,
100000471,2020-10-05 18:05:00,2020-10-05,5,18,DC_1,Italian,Supplier_A,Spain,IT,405.77,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000472,2020-10-05 18:27:00,2020-10-05,27,18,DC_3,German,Supplier_A,Germany,DE,79.33,IE,Windows,Desktop,Website,1,,,,,,,,,,,
100000473,2020-10-05 18:30:00,2020-10-05,30,18,DC_2,Swedish,Supplier_A,Norway,SE,166.19,Firefox,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000474,2020-10-05 18:35:00,2020-10-05,35,18,DC_1,French,Supplier_A,Belgium,CH,245.74,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000475,2020-10-05 19:01:00,2020-10-05,1,19,DC_1,Italian,Supplier_A,Italy,IT,350.68,Chrome,Windows XP,Desktop,Website,1,,,,,,,,,,,
100000476,2020-10-05 19:12:00,2020-10-05,12,19,DC_2,English,Supplier_A,Italy,IT,166.87,Safari,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000477,2020-10-05 19:15:00,2020-10-05,15,19,DC_1,French,Supplier_A,Tunisia,FR,83.7,Chrome Mobile,Android,Others,Website,1,,,,,,,,,,,
100000478,2020-10-05 19:30:00,2020-10-05,30,19,DC_3,English,Supplier_A,Sweden,AE,764.97,Other,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000479,2020-10-05 19:32:00,2020-10-05,32,19,DC_2,Czech,Supplier_A,Czech Republic,CZ,39.89,Chrome,Mac OS X,Desktop,Website,1,,,,,,,,,,,
100000480,2020-10-05 19:39:00,2020-10-05,39,19,DC_1,Russian,Supplier_A,United Kingdom,UA,1833.03,Mobile Safari,iOS,Mobile,Website,1,,,,,,,,,,,
100000481,2020-10-05 19:47:00,2020-10-05,47,19,DC_3,English,Supplier_A,United States,KW,177,Chrome,Windows,Desktop,Website,1,,,,,,,,,,,
100000482,2020-10-05 19:59:00,2020-10-05,59,19,DC_2,German,Supplier_A,Germany,DE,70.84,IE,Windows 7,Desktop,Website,1,,,,,,,,,,,
100000483,2020-10-05 20:08:00,2020-10-05,8,20,DC_1,German,Supplier_A,Italy,CH,141.98,Firefox,Windows Vista,Desktop,Website,1,,,,,,,,,,,
